car_plate,owner_name,owner_addr,vechicle_type,registration_date
RDQ 0548,Kumar a/l Mani,"565 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2003-11-01T08:40:50
WSL 573,Aisyah binti Nur,"800 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2005-06-01T00:45:55
BOQ 55,Farid bin Haziq,"402 Jalan Bukit Mawar, Kuala Lumpur",SUV,2007-11-11T04:50:06
PVD 9063,Chan Ling Wei,"253 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1998-08-18T22:57:48
ZQN 2,Farid bin Muhammad,"1 Jalan Bukit Mawar, Kuala Lumpur",Truck,2000-03-31T01:28:09
CC 011,Suresh a/p Priya,"324 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1992-02-01T15:43:16
QOC 45,Haziq binti Liyana,"662 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1999-10-25T22:48:36
PQH 38,Mani a/p Devi,"862 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2004-04-25T00:06:57
IU 135,Aisyah binti Liyana,"700 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1996-07-20T10:39:22
BO 457,Haziq bin Muhammad,"371 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2007-02-09T08:32:55
RN 1,Deepa a/l Kumar,"316 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1995-04-29T17:21:48
RI 54,Aisyah binti Nurul,"228 Jalan Bukit Mawar, Kuala Lumpur",Truck,2008-08-24T10:20:15
WX 31,Farid binti Muhammad,"592 Jalan Bukit Melati, Kuala Lumpur",SUV,2006-09-09T08:45:12
GSE 954,Nurul binti Nur,"843 Jalan Bukit Bintang, Kuala Lumpur",Truck,1995-02-26T13:39:48
SKQ 5,Mani a/l Arjun,"746 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1997-05-31T15:22:25
WG 5,Arjun a/p Devi,"828 Jalan Bukit Mawar, Kuala Lumpur",Truck,2009-07-01T18:27:26
UB 49,Farid bin Ahmad,"80 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2001-07-29T06:30:26
MF 9,Chong Jie Mei,"570 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2001-11-12T07:31:08
COP 0566,Foo Liang Wei,"593 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2000-04-08T15:14:22
SC 53,Chong Hui Liang,"65 Jalan Bukit Melati, Kuala Lumpur",SUV,1991-04-07T07:45:21
FU 38,Chong Hui Jie,"302 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1995-03-26T18:47:22
EL 9320,Chan Wei Hui,"647 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2001-05-16T08:51:30
SHS 56,Foo Jun Hua,"865 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1990-12-27T16:46:13
WTV 666,Wong Jie Hua,"506 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1995-10-02T21:01:15
DT 8,Lakshmi a/l Devi,"752 Jalan Bukit Melati, Kuala Lumpur",Truck,1995-05-16T22:07:16
DHT 768,Suresh a/l Deepa,"880 Jalan Bukit Mawar, Kuala Lumpur",Truck,2010-02-19T07:55:04
BOD 5962,Muhammad bin Haziq,"942 Jalan Bukit Mawar, Kuala Lumpur",SUV,2000-08-28T02:28:27
DN 234,Kumar a/p Mani,"431 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2008-05-14T13:16:28
DRY 847,Nur bin Liyana,"635 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1995-02-21T04:39:35
KY 3294,Lim Jun Xuan,"135 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1997-02-17T01:32:15
MO 270,Chong Hui Mei,"201 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2008-04-15T15:05:53
WTD 824,Kumar a/l Devi,"139 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2006-05-28T02:53:21
UFT 9523,Nurul bin Haziq,"860 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2007-08-25T05:42:28
NX 5,Siti bin Liyana,"805 Jalan Bukit Bintang, Kuala Lumpur",Truck,1996-08-22T02:51:10
OW 41,Suresh a/p Suresh,"543 Jalan Bukit Melati, Kuala Lumpur",SUV,1998-05-13T09:33:09
GCO 4,Nurul binti Haziq,"335 Jalan Bukit Bintang, Kuala Lumpur",SUV,1995-09-04T00:59:34
SK 4577,Suresh a/p Lakshmi,"499 Jalan Bukit Melati, Kuala Lumpur",Sedan,1995-02-03T02:00:14
SHI 2,Mani a/l Mani,"573 Jalan Bukit Melati, Kuala Lumpur",Coupe,2003-07-09T22:02:07
SPV 04,Goh Yan Xuan,"974 Jalan Bukit Melati, Kuala Lumpur",Sedan,1994-10-22T06:44:09
BYF 81,Muhammad bin Nurul,"701 Jalan Bukit Melati, Kuala Lumpur",Coupe,2006-09-21T20:25:11
RST 7,Farid bin Nurul,"245 Jalan Bukit Mawar, Kuala Lumpur",SUV,1999-08-23T12:34:51
VZK 1,Priya a/p Priya,"223 Jalan Bukit Bintang, Kuala Lumpur",SUV,1999-05-29T18:13:47
SG 37,Azlan bin Aisyah,"221 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2009-09-16T22:51:35
PX 7,Nur binti Muhammad,"891 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1998-06-05T15:47:05
CC 261,Goh Ling Jun,"964 Jalan Bukit Melati, Kuala Lumpur",Truck,1991-10-08T14:46:11
XDJ 959,Nur binti Muhammad,"113 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2007-03-30T13:39:50
BS 4,Arjun a/l Suresh,"793 Jalan Bukit Melati, Kuala Lumpur",Coupe,2009-06-11T15:56:57
MAC 3991,Teoh Yan Liang,"884 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2005-08-31T01:33:41
SS 04,Chan Wei Jun,"454 Jalan Bukit Mawar, Kuala Lumpur",SUV,2000-09-21T08:02:26
ILE 2,Azlan binti Ahmad,"978 Jalan Bukit Melati, Kuala Lumpur",SUV,1997-03-13T22:57:29
VD 65,Muhammad bin Liyana,"701 Jalan Bukit Melati, Kuala Lumpur",Sedan,1991-10-10T15:39:20
GRY 9,Foo Jie Mei,"181 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2000-01-05T13:48:47
SYB 5,Kumar a/l Kumar,"700 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1992-07-16T21:51:07
TQ 1,Siti binti Liyana,"315 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1993-03-19T06:32:49
SIV 42,Mani a/l Mani,"165 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2001-11-11T17:03:13
FHB 0,Kumar a/p Lakshmi,"277 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2001-12-25T01:04:55
OGN 597,Goh Jie Hui,"18 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1994-03-05T11:47:27
QXR 8450,Ahmad binti Haziq,"779 Jalan Bukit Bintang, Kuala Lumpur",Truck,1995-02-11T21:12:43
QQ 8479,Haziq bin Nurul,"676 Jalan Bukit Mawar, Kuala Lumpur",SUV,1990-06-20T05:47:22
WTI 7,Goh Ling Wei,"358 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1996-07-09T18:31:28
EI 4,Lim Ling Yan,"936 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2000-10-26T19:40:08
WQ 611,Chan Yan Xuan,"56 Jalan Bukit Melati, Kuala Lumpur",Truck,1992-11-02T21:55:54
MOP 3917,Tan Mei Jie,"353 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1997-07-21T04:58:12
YT 3,Wong Jun Yan,"505 Jalan Bukit Melati, Kuala Lumpur",Truck,2001-08-09T05:15:49
XVN 832,Chong Xuan Yan,"825 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1992-11-19T12:00:40
ANF 57,Anita a/p Mani,"717 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2007-09-03T04:29:50
XZX 550,Foo Ling Liang,"156 Jalan Bukit Melati, Kuala Lumpur",Truck,1997-05-30T11:44:46
ALQ 913,Wong Xuan Ling,"495 Jalan Bukit Melati, Kuala Lumpur",Coupe,1990-06-06T12:57:43
RPC 1,Nurul bin Liyana,"913 Jalan Bukit Bintang, Kuala Lumpur",SUV,1991-12-24T23:36:59
MN 5,Priya a/l Kumar,"805 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1990-10-28T15:54:08
TCP 8,Nurul bin Nur,"843 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2006-10-14T04:48:45
VND 07,Foo Ling Jie,"959 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2006-10-26T14:53:36
GB 6211,Liyana bin Muhammad,"753 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2006-04-23T17:58:20
AHT 286,Ahmad bin Farid,"585 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2010-10-08T08:20:25
JUF 22,Siti bin Nurul,"317 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2002-06-25T16:31:58
WB 17,Priya a/p Suresh,"271 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2003-08-24T01:58:42
WV 662,Tan Jun Yan,"367 Jalan Bukit Mawar, Kuala Lumpur",Truck,1999-03-22T07:29:41
AC 74,Arjun a/p Suresh,"94 Jalan Bukit Melati, Kuala Lumpur",Sedan,1994-09-02T20:48:49
PIF 69,Siti binti Haziq,"736 Jalan Bukit Melati, Kuala Lumpur",Sedan,2008-05-01T04:28:12
XV 470,Kumar a/p Arjun,"691 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1995-10-20T00:28:46
WYN 4,Haziq bin Nur,"175 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2001-08-14T13:22:32
NY 8,Deepa a/p Priya,"72 Jalan Bukit Mawar, Kuala Lumpur",SUV,2010-12-12T04:19:28
KP 8,Suresh a/l Raj,"760 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1999-11-11T04:32:59
AH 614,Priya a/p Priya,"859 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2000-10-17T16:28:56
QYN 2,Farid bin Liyana,"795 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1999-01-25T02:10:35
UD 6,Lee Ling Xuan,"895 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2001-09-08T02:54:30
THU 4,Muhammad binti Haziq,"462 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2002-01-26T21:38:04
WM 091,Muhammad bin Haziq,"715 Jalan Bukit Melati, Kuala Lumpur",Truck,1991-01-08T08:36:45
ECI 27,Ahmad binti Muhammad,"675 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1994-11-15T11:04:35
PFS 7,Nurul binti Farid,"213 Jalan Bukit Melati, Kuala Lumpur",Sedan,2010-07-29T14:38:37
HM 258,Ng Hua Wei,"170 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2010-01-13T03:15:27
AG 8571,Priya a/l Mani,"846 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2004-07-06T19:25:57
GJ 2200,Nurul binti Nur,"252 Jalan Bukit Melati, Kuala Lumpur",Sedan,1993-06-21T22:32:20
BVX 7,Goh Jie Mei,"784 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1992-09-20T05:54:40
KI 18,Nurul bin Aisyah,"643 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1993-07-19T03:22:57
QR 09,Chong Jun Mei,"765 Jalan Bukit Melati, Kuala Lumpur",Truck,2010-11-05T12:20:26
PPQ 88,Mani a/l Raj,"578 Jalan Bukit Mawar, Kuala Lumpur",Truck,1999-12-03T17:57:45
VG 824,Teoh Ling Mei,"701 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1995-01-14T18:30:26
YN 5557,Arjun a/l Arjun,"831 Jalan Bukit Melati, Kuala Lumpur",Truck,2005-04-01T19:30:19
SWK 4,Priya a/l Raj,"994 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1998-07-17T08:47:09
APJ 16,Teoh Hua Ling,"354 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2008-06-04T23:29:59
EPK 7,Nurul bin Liyana,"541 Jalan Bukit Melati, Kuala Lumpur",Coupe,1997-11-11T19:23:02
OQB 47,Chan Liang Jie,"980 Jalan Bukit Bintang, Kuala Lumpur",Truck,1994-07-19T16:18:20
ZAA 1,Anita a/p Priya,"827 Jalan Bukit Mawar, Kuala Lumpur",Truck,2006-12-09T01:29:36
VR 239,Liyana binti Ahmad,"66 Jalan Bukit Melati, Kuala Lumpur",SUV,2004-03-24T15:08:32
KWJ 8007,Goh Wei Yan,"686 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2005-08-24T00:45:29
CAT 2,Muhammad binti Nur,"491 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2010-02-09T02:35:02
TP 353,Priya a/l Lakshmi,"251 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2004-03-22T20:55:38
AWP 66,Ahmad bin Nur,"892 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1999-05-19T08:04:35
TL 383,Farid bin Liyana,"435 Jalan Bukit Mawar, Kuala Lumpur",Truck,2006-11-09T20:06:51
UC 8,Anita a/p Mani,"304 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2000-09-24T08:29:38
PAV 948,Aisyah binti Haziq,"446 Jalan Bukit Bintang, Kuala Lumpur",Truck,2005-08-10T00:18:29
IXJ 77,Farid bin Aisyah,"210 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1999-12-29T07:09:00
PF 5487,Lim Liang Hua,"58 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1998-09-26T19:26:38
CGV 33,Mani a/l Devi,"255 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1992-04-24T11:04:57
OWW 030,Goh Xuan Wei,"901 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1990-07-04T12:41:11
BW 0159,Haziq bin Aisyah,"488 Jalan Bukit Bintang, Kuala Lumpur",SUV,2001-09-03T21:50:16
WYU 24,Farid bin Haziq,"68 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1995-03-25T13:28:30
SNK 87,Kumar a/p Arjun,"254 Jalan Bukit Melati, Kuala Lumpur",Truck,1992-10-18T20:31:53
WXF 5790,Deepa a/p Anita,"640 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1997-01-31T05:10:35
ST 039,Liyana bin Muhammad,"643 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1993-01-28T13:35:29
TKT 09,Chan Ling Mei,"801 Jalan Bukit Melati, Kuala Lumpur",Sedan,1999-02-01T14:21:27
XEI 2971,Goh Xuan Hui,"442 Jalan Bukit Melati, Kuala Lumpur",Coupe,1996-02-05T21:12:07
IH 527,Foo Hua Liang,"926 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1994-05-17T17:23:12
VWI 0,Muhammad binti Azlan,"557 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2002-12-05T01:06:03
EDQ 0606,Raj a/l Anita,"190 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2007-09-17T16:51:41
RGM 4,Foo Jun Jie,"316 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2000-08-17T22:33:24
MXT 34,Anita a/l Raj,"969 Jalan Bukit Melati, Kuala Lumpur",Truck,1995-11-07T09:40:49
MJK 3938,Azlan bin Farid,"824 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1992-10-05T21:25:45
IZL 8,Azlan binti Farid,"906 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2005-04-14T07:06:36
VC 3616,Lee Jie Wei,"589 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1990-06-01T01:14:28
NC 874,Lim Jun Ling,"931 Jalan Bukit Melati, Kuala Lumpur",Truck,1991-04-28T04:10:56
CYV 6,Priya a/p Arjun,"665 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2010-11-07T22:48:03
NMB 8156,Siti bin Nurul,"999 Jalan Bukit Mawar, Kuala Lumpur",SUV,2003-08-20T12:07:53
DX 02,Devi a/l Anita,"25 Jalan Bukit Mawar, Kuala Lumpur",SUV,2010-10-03T21:10:03
YE 6517,Azlan bin Aisyah,"297 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1992-03-06T13:05:40
TTM 4098,Liyana binti Siti,"449 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1994-08-30T21:38:15
HGX 60,Lee Yan Ling,"766 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1998-08-21T00:54:50
JNQ 7847,Liyana binti Aisyah,"193 Jalan Bukit Mawar, Kuala Lumpur",SUV,1995-09-04T13:29:31
GX 5773,Priya a/l Suresh,"507 Jalan Bukit Melati, Kuala Lumpur",SUV,2004-03-10T02:56:39
OW 7,Teoh Xuan Wei,"407 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1990-08-29T01:25:30
QYL 628,Nur binti Siti,"805 Jalan Bukit Bintang, Kuala Lumpur",Truck,2009-11-21T23:00:11
DP 41,Deepa a/p Arjun,"607 Jalan Bukit Melati, Kuala Lumpur",Truck,1992-04-26T09:39:24
TIM 288,Deepa a/p Mani,"910 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2000-09-28T02:54:40
WX 87,Chan Liang Hua,"610 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1994-01-16T11:42:31
TOC 2262,Raj a/l Anita,"470 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2005-02-06T00:46:49
BEP 4989,Suresh a/p Deepa,"701 Jalan Bukit Mawar, Kuala Lumpur",Truck,2003-07-14T13:53:03
PAO 436,Muhammad binti Nurul,"943 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1996-11-22T06:27:38
OO 1,Suresh a/p Raj,"714 Jalan Bukit Melati, Kuala Lumpur",Sedan,2010-07-11T13:28:54
EOA 100,Nur bin Muhammad,"404 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1992-01-27T20:14:45
ZII 084,Liyana binti Nur,"903 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2004-03-23T02:38:36
FCU 9326,Raj a/p Arjun,"970 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2001-07-01T19:17:12
XM 412,Nur binti Nurul,"41 Jalan Bukit Melati, Kuala Lumpur",Coupe,2010-08-30T22:02:43
BKD 07,Chong Jie Liang,"115 Jalan Bukit Bintang, Kuala Lumpur",Truck,2008-07-08T06:05:43
AII 2,Ahmad binti Muhammad,"593 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1993-01-05T10:30:06
MO 1,Deepa a/l Deepa,"484 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1999-07-02T06:45:04
NDS 7746,Arjun a/p Devi,"980 Jalan Bukit Melati, Kuala Lumpur",SUV,2009-01-20T15:54:12
EAV 6282,Lim Mei Jun,"847 Jalan Bukit Melati, Kuala Lumpur",Coupe,1991-04-24T00:17:55
IRD 8,Nurul binti Siti,"200 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1997-05-08T10:29:12
ODB 2,Lee Hui Liang,"676 Jalan Bukit Mawar, Kuala Lumpur",SUV,1991-12-03T03:06:56
WV 5629,Nurul binti Azlan,"474 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2000-08-18T22:07:08
MF 20,Farid binti Haziq,"738 Jalan Bukit Bintang, Kuala Lumpur",Truck,2003-07-12T08:31:32
QIS 122,Deepa a/p Raj,"304 Jalan Bukit Bintang, Kuala Lumpur",SUV,2000-07-22T14:15:57
MS 59,Ahmad binti Nur,"72 Jalan Bukit Melati, Kuala Lumpur",Sedan,2010-06-25T01:43:27
XRB 2585,Chong Hua Hui,"91 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2005-07-18T14:36:43
TP 8,Mani a/l Kumar,"969 Jalan Bukit Mawar, Kuala Lumpur",SUV,1997-12-22T11:56:36
HWP 7273,Liyana bin Farid,"546 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2007-05-08T00:51:07
PB 184,Ahmad bin Haziq,"646 Jalan Bukit Melati, Kuala Lumpur",Sedan,2000-12-01T10:39:20
WR 11,Goh Liang Yan,"548 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1994-05-04T12:23:06
ZT 00,Anita a/l Priya,"796 Jalan Bukit Mawar, Kuala Lumpur",SUV,1991-09-21T03:27:35
WK 044,Kumar a/p Lakshmi,"952 Jalan Bukit Melati, Kuala Lumpur",Coupe,2000-07-25T12:32:59
EBX 34,Lim Jun Mei,"553 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2009-09-18T14:56:26
GJ 8118,Azlan binti Farid,"150 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1999-08-09T19:57:25
AP 02,Muhammad bin Liyana,"678 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2010-08-06T04:35:52
ZU 3,Foo Hua Yan,"832 Jalan Bukit Melati, Kuala Lumpur",Coupe,1993-08-05T07:13:45
ZB 630,Farid binti Nur,"763 Jalan Bukit Bintang, Kuala Lumpur",SUV,2006-03-20T11:23:53
QYK 916,Farid binti Nur,"716 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1994-08-12T14:14:17
CB 4416,Mani a/p Deepa,"115 Jalan Bukit Melati, Kuala Lumpur",Sedan,1993-01-29T01:56:51
HM 921,Nur binti Azlan,"88 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2009-07-14T19:51:52
AG 2,Aisyah bin Nur,"428 Jalan Bukit Melati, Kuala Lumpur",SUV,1994-08-19T02:20:46
XE 45,Farid bin Nur,"116 Jalan Bukit Melati, Kuala Lumpur",Truck,1994-10-31T11:40:57
WB 67,Lakshmi a/p Priya,"809 Jalan Bukit Bintang, Kuala Lumpur",Truck,2006-09-02T01:13:15
RSV 5988,Mani a/l Arjun,"531 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2006-02-14T13:57:10
SX 872,Nur binti Azlan,"347 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2001-07-27T08:42:20
RJP 0914,Teoh Mei Ling,"286 Jalan Bukit Bintang, Kuala Lumpur",Truck,2004-01-16T18:11:08
PJ 577,Priya a/p Priya,"646 Jalan Bukit Mawar, Kuala Lumpur",SUV,1994-11-18T09:03:31
HQN 3,Lakshmi a/p Deepa,"935 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2001-07-25T01:59:12
CEF 8,Farid bin Azlan,"67 Jalan Bukit Melati, Kuala Lumpur",Sedan,1991-10-15T03:02:52
RZH 63,Ahmad binti Aisyah,"10 Jalan Bukit Melati, Kuala Lumpur",Coupe,2000-03-28T08:32:19
KJH 0520,Priya a/p Raj,"556 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2010-05-08T16:15:50
ON 0,Devi a/l Lakshmi,"952 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2008-10-14T12:48:04
KVR 6403,Azlan binti Nur,"412 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2003-03-30T23:15:37
TWF 221,Foo Mei Wei,"8 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1999-12-22T15:03:13
BQN 88,Lakshmi a/l Kumar,"867 Jalan Bukit Bintang, Kuala Lumpur",Truck,2006-05-24T01:34:32
CU 131,Arjun a/p Kumar,"421 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2000-10-24T11:33:47
KY 7046,Mani a/l Anita,"434 Jalan Bukit Melati, Kuala Lumpur",Coupe,1994-10-14T00:30:52
DR 0,Lim Hui Ling,"469 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2007-06-10T02:04:41
PL 7145,Ng Jun Ling,"30 Jalan Bukit Melati, Kuala Lumpur",SUV,1991-06-05T20:43:01
UYA 3336,Devi a/l Priya,"946 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2001-12-16T14:05:15
WCF 6,Ahmad bin Muhammad,"54 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1995-04-15T06:17:46
ILS 7563,Anita a/p Priya,"116 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2001-12-17T05:16:05
IYU 291,Aisyah binti Haziq,"610 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1995-01-12T11:53:09
JJB 37,Ahmad bin Haziq,"267 Jalan Bukit Mawar, Kuala Lumpur",SUV,2010-09-03T21:06:26
JQ 7985,Deepa a/p Kumar,"250 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1990-03-21T01:39:30
TC 835,Mani a/l Anita,"456 Jalan Bukit Melati, Kuala Lumpur",Truck,1990-05-22T23:38:57
TAA 5,Tan Wei Jie,"210 Jalan Bukit Melati, Kuala Lumpur",Truck,1990-04-08T03:39:35
RBK 3,Haziq binti Liyana,"150 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1995-08-31T04:14:12
HLZ 7320,Tan Ling Liang,"329 Jalan Bukit Melati, Kuala Lumpur",Coupe,1997-09-26T12:26:20
URQ 9886,Lakshmi a/p Mani,"136 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1994-06-07T05:54:58
ZJ 539,Nur bin Siti,"275 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1999-10-30T16:58:01
QXT 3,Lee Xuan Jie,"87 Jalan Bukit Melati, Kuala Lumpur",SUV,2005-03-24T21:01:43
QX 469,Chan Hua Ling,"391 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1999-02-03T07:40:11
CB 1070,Teoh Jun Wei,"262 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2001-11-01T21:01:01
QMZ 164,Priya a/l Kumar,"811 Jalan Bukit Mawar, Kuala Lumpur",Truck,1992-09-24T12:04:14
WZ 9,Liyana binti Siti,"266 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1992-11-10T21:38:41
BZH 5,Mani a/p Raj,"642 Jalan Bukit Melati, Kuala Lumpur",Truck,2002-10-11T23:44:56
ZX 504,Kumar a/l Suresh,"704 Jalan Bukit Melati, Kuala Lumpur",Truck,1996-11-06T09:32:54
WV 6,Aisyah binti Muhammad,"685 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2000-12-22T10:26:30
VYL 41,Lee Liang Wei,"290 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2002-08-15T03:12:56
VE 8,Deepa a/p Anita,"939 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2005-03-31T02:13:12
VF 63,Mani a/l Deepa,"431 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1992-08-10T21:28:14
WO 05,Ng Mei Ling,"678 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1994-03-24T11:21:23
WKX 9480,Azlan binti Liyana,"3 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1994-01-26T00:34:20
GO 0,Chan Jie Xuan,"333 Jalan Bukit Melati, Kuala Lumpur",SUV,1999-02-12T02:03:29
BM 49,Foo Hua Wei,"804 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1996-03-31T08:43:06
MZF 231,Mani a/l Suresh,"300 Jalan Bukit Mawar, Kuala Lumpur",Truck,1990-06-08T05:21:21
ASX 8980,Ahmad bin Muhammad,"479 Jalan Bukit Bintang, Kuala Lumpur",Truck,1999-07-14T23:17:24
NGE 1,Priya a/l Suresh,"198 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2005-12-23T12:09:11
WA 358,Nur bin Ahmad,"122 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1991-02-04T11:33:29
YIN 38,Teoh Hui Hua,"830 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2009-04-03T21:53:07
OK 3565,Devi a/l Raj,"148 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1991-09-02T21:32:30
